Name,Status,Attribute,type
Artilleur Poissonborg,Forbidden(OCG)/Forbidden(TCG),EAU,[Poisson/Syntoniseur／Effet]
Dragon Rouge Archdémon,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Synchro／Effet]
Griffe d'Arsenal,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Machine/Synchro／Effet]
"Alector, Souverain des Oiseaux",Unlimited(OCG)/Unlimited(TCG),VENT,[Bête Ailée/Effet]
Soldat Cipher (Actualisé de : Soldat Kinésique),Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
Permutation de Créature,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Sphère de Transformation,Unlimited(OCG)/Unlimited(TCG),VENT,[Bête Ailée/Effet]
"Cœur Farouche, HÉROS Élémentaire",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Dauphin Aquatique Néo-Spacien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Guerrier/Effet]
Panthère Noire Néo-Spacien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Bête/Effet]
Dauphin Chrysalide,Unlimited(OCG)/Unlimited(TCG),EAU,[Poisson/Effet]
Soldat de Carte,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Machine/Effet]
"Homme-Oiseau Sauvage, HÉROS Élémentaire",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Fusion／Effet]
Boomerang Cyclonique,Unlimited(OCG)/Unlimited(TCG),MAGIE,
H - Cœur Passionné,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
E - Appel de Détresse,Unlimited(OCG)/Unlimited(TCG),MAGIE,
R - Justice Vertueuse,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Flash Hero !!,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Contact,Unlimited(OCG)/Unlimited(TCG),SPELL,
Âme Commune,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Néo-Space,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Laser de Lumière,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Enterrement d'une Autre Dimension,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Endymion, le Maître des Magiciens",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
"Bouclier Divin, le Chevalier Magique",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
Hannibal Nécromancien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Effet]
Prêtre Invocateur,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
"Fracas, le Guerrier Magique",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Effet]
Bibliothèque Magique Royale,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
"Cerbère, Bête Mythique",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
Voyante à la Boule de Cristal,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Magicien/Flip／Effet]
Citadelle Magique d'Endymion,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Unité des Magiciens,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Fissure,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),SPELL,
Épées de Révélation de la Lumière,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Puissance du Mage,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Contrôleur d'Ennemi,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),MAGIE,
Le Livre de la Lune,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),MAGIE,
Pierre de Puissance Noirdencre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Tour de Babel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Vieux Magicien Vindicatif,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Flip／Effet]
Levianier Dragon du Chaos,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Gren Maju Da Eiza,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FIRE,[Fiend/Effect]
Orcust Squelette de Cymbale,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Servante d'Endymion,Unlimited(OCG)/Unlimited(TCG),VENT,[Magicien/Pendule／Effet]
Refaiseur des Voleurs de Temps,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Psychique/Xyz／Effet]
Gigantes,Unlimited(OCG)/Unlimited(TCG),EARTH,[Rock/Effect]
Confrérie du Poing de Feu - Corbeau,Unlimited(OCG)/Unlimited(TCG),FEU,[Bête-Guerrier/Effet]
Robe du Magicien,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Archiveur des Mers,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Effet]
Confrérie du Poing de Feu - Prince des Chevaux,Unlimited(OCG)/Unlimited(TCG),FEU,[Bête-Guerrier/Synchro／Effet]
"Makiu, la Brume Mystique",Unlimited(OCG)/Unlimited(TCG),MAGIE,
Contrat avec les Abysses,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Formation Feu - Tenki,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Inscription des Protecteurs du Tombeau,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Empereur Photon,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Invocateur Galactique,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
Âmépée - Le Dragon des Abysses,Unlimited(OCG)/Unlimited(TCG),FEU,[Wyrm/Effet]
Kashtira Griffrayeur,Unlimited(OCG)/Unlimited(TCG),TERRE,[Psychique/Effet]
Kashtira des Tiarmentations,Limited(OCG)/Unlimited(TCG),EAU,[Psychique/Effet]
Sorcière du Chaos,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Carapace du Chaos,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Cœur du Chaos,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Syntoniseur／Effet]
Bio-Armure d'Insecte,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Effet]
Acteur des Abysses - Dramaturge de la Liberté,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Pendule／Effet]
Jioh le Ninja de la Gravité,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
"Basiltrice, Familier de l'Œil Maléfique",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Vala, Seidhr des Boss Genèraideur",Unlimited(OCG)/Unlimited(TCG),FEU,[Elfe/Effet]
"Beargram, Empereur Carapacé de la Couronne Forestière",Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Effet]
Manticore de la Destruction,Unlimited(OCG)/Unlimited(TCG),FEU,[Bête-Guerrier/Effet]
Choju au Billion de Mains,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Féourmi le Sorcier Circulaire,Unlimited(OCG)/Unlimited(TCG),VENT,[Insecte/Syntoniseur／Effet]
Sari de la Hache de l'Aile Argentée,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Machine/Effet]
Couple d'As,Unlimited(OCG)/Unlimited(TCG),TERRE,[Elfe/Effet]
Attaque de Météores - Monochroid,Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
Granguignol le Dragon du Crépuscule,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Fusion／Effet]
Rindbrumm le Dragon Éclatant,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête Ailée/Fusion／Effet]
Bête du Chaos,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Synchro／Effet]
"Jord, Navire de la Patroll du Pillage",Unlimited(OCG)/Unlimited(TCG),TERRE,[Démon/Synchro／Pendule／Effet]
Cercle des Fées,Unlimited(OCG)/Unlimited(TCG),VENT,[Plante/Synchro／Effet]
Numéro C62 : Néo Dragon Photon Primordial aux Yeux Galactiques,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Dragon/Xyz／Effet]
"Gigantesque ""Champion"" Sargas",Unlimited(OCG)/Unlimited(TCG),FEU,[Machine/Xyz／Effet]
"Laevatein, Boss Genèraideur des Ombres",Unlimited(OCG)/Unlimited(TCG),FEU,[Elfe/Xyz／Effet]
Bucephalus II l'Arme Tri-Brigade,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête Ailée/Lien／Effet]
Acteur des Abysses - Super Producteur,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Lien／Effet]
Création Numeron,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Taïaut Springans,,MAGIE,
Lumière du Marqué,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Planète Pressurisée Wraitsoth,Limited(OCG)/Unlimited(TCG),MAGIE,
Décroc Griffrayeur,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Répétition Générale d'Acteur des Abysses,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Script des Abysses - Histoire Dramatique,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Focalisation Aquamiroir,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Déchaînement de l'Œil Maléfique,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Poussée des Triples Tactiques,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Arrêt du Temps Photon,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Gigantesque Croix de Tonnerre,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Grande Bienvenue Labrynth,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Planification Acide - Vinaigre Rouge Vamoose,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Minerai Intimidant - Summonite,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Taurorphée l'Harmonieux Barde Matador,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Bête-Guerrier/Effet]
Diabolantis la Mante Menaçante,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Insecte/Synchro／Effet]
Fierté d'Or - Tête Nytro,Unlimited(OCG)/Unlimited(TCG),FEU,[Pyro/Effet]
Fierté d'Or - Capitaine Carrie,Unlimited(OCG)/Unlimited(TCG),EAU,[Démon/Effet]
Fierté d'Or - Étoile Léon,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Synchro／Effet]
Fierté d'Or - Exploseur Nytro,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Pyro/Lien／Effet]
Fierté d'Or - La Foule est en Délire !,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Fierté d'Or - Démarrez vos Moteurs !,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Qardan le Clairvoyant,Unlimited(OCG)/Unlimited(TCG),TERRE,[Elfe/Effet]
Avènement Pharaonique,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Apophis le Dieu des Marais,,PIÈGE,
Miroirjade le Dragon de la Lame de Glace,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Wyrm/Fusion／Effet]
Necrofear des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Jowgen le Spirit,Unlimited(OCG)/Forbidden(TCG),LUMIÈRE,[Magicien/Effet]
Cavalier Squelette Deathcalibur,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Visage Nécro,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
Impératrice Archdémon,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Malédiction Necrofear,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Esprit Noir du Bannissement,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Esprit Noir de la Malice,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Sanctuaire des Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Maîtrise de l'Esprit Noir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Tableau de la Destinée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Spectre Zoma,Unlimited(OCG)/Unlimited(TCG)/Limited 1(TCGSpeed Duel),PIÈGE,
Invitation de l'Esprit de la Terre,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Sentence de Mort,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
"Lame Malveillante, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Démon/Effet]
"Champion de l'Enfer, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Démon/Effet]
"Prodige Infernal, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
"Nécrome Sinistre, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Aile Infernale, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FEU,[Démon/Fusion／Effet]
"Golem Foudroyant, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Démon/Fusion／Effet]
"Cyclone Sauvage, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Démon/Fusion／Effet]
"Démon Malveillant, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FEU,[Démon/Fusion／Effet]
Château du Roi Suprême,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Esprit de la Terre Immortel Aslla piscu,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête Ailée/Effet]
Esprit de la Terre Immortel Ccapac Apu,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Esprit de la Terre Immortel Cusillu,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête/Effet]
Esprit de la Terre Immortel Chacu Challhua,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Poisson/Effet]
Esprit de la Terre Immortel Ccarayhua,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Effet]
Esprit de la Terre Immortel Uru,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Insecte/Effet]
Esprit de la Terre Immortel Wiraqocha Rasca,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête Ailée/Effet]
Oracle du Soleil,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
Fourmi de Feu Ascator,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Syntoniseur／Effet]
Esprit de la Terre Linewalker,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Esprit de la Terre Grand Linewalker,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Ascator, Marchaube",Unlimited(OCG)/Unlimited(TCG),TERRE,[Magicien/Effet]
Tornade des Esprits de la Terre,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Résurrection de l'Esprit de la Terre Immortel,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Esprit de la Terre Géoglyphe,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Fissure des Esprits de la Terre,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Hurlement de l'Esprit de la Terre Immortel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Résurrection des Immortels,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Offrande aux Immortels,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Esprit de la Terre Immortel Ultime,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Poupée Truquée Bébé de Terreur,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Numéro C40 : Poupée Truquée de Cordes des Ténèbres,Unlimited(OCG)/Limited(TCG),TÉNÈBRES,[Machine/Xyz／Effet]
Acte de Poupées,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Héliamphorhynchus Prédaplante,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Plante/Effet]
Chimèrafflesia Prédaplante,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Plante/Fusion／Effet]
Magicienne des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Effet]
Magicien Maître du Chaos,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Magicien/Effet]
Magicien de l'Illusion Noire,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Robe du Magicien,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Bâton du Magicien,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Magicien du Chaos,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Rituel／Effet]
Les Magiciens des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Fusion／Effet]
Grand Magicien Ébène,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Xyz／Effet]
Cercle Magique Sombre,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Âme de Serviteur,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Secrets de la Magie des Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Navigation des Magiciens,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Combinaison des Magiciens,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Kuriboh Ailé,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Elfe/Effet]
Dauphin Aquatique Néo-Spacien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Guerrier/Effet]
Gratte-Ciel,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
H - Cœur Passionné,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
E - Appel de Détresse,Unlimited(OCG)/Unlimited(TCG),MAGIE,
R - Justice Vertueuse,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
O - Au-delà de l'Âme,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Flash Hero !!,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Héros Vivant,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Génération Next,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Hors-la-Loi Synchronique,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Syntoniseur／Effet]
Satellite Synchronique,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Syntoniseur／Effet]
Accel Synchronique,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Synchro／Syntoniseur／Effet]
Poursuite Synchro,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Signal de Ferraille,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dragon Sorcier aux Yeux Impairs,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Action Souriante,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Elfe Mystique - Foudre Blanche,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
"Giltia, Chevalier des Ténèbres - Lance des Âmes",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Dragon de Harpie - Souffle de Feu Terrible,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Effet]
Tyranno Super-Conducteur,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Dinosaure/Effet]
Kabazauls,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Dinosaur/Normal]
Bête Folle à l'Épée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Effet]
Driceratops des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Effet]
Tyrrano-Infinité,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Effet]
Hydrogeddon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Dinosaur/Effect]
Oxygeddon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WIND,[Dinosaur/Effect]
Battement de Queue,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Monde Jurassique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Riryoku,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),SPELL,
Typhon d'Espace Mystique,Unlimited(OCG)/Unlimited(TCG)/Limited 1(TCGSpeed Duel),MAGIE,
Mégamorphe,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Violent Orage,Limited(OCG)/Forbidden(TCG),MAGIE,
Instinct du Chasseur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Instinct de Survie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Onde de Choc Sismique,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Bouclier Magique de Bras,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Annulation d'Attaque,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Gobelin Sous Pression,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dysfonction,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Requin de Cristal,Unlimited(OCG)/Unlimited(TCG),EAU,[Poisson/Effet]
Chevalier N.As.H.,Unlimited(OCG)/Unlimited(TCG),EAU,[Aqua/Xyz／Effet]
Chevalier N.As.Ch. CXyz,Unlimited(OCG)/Unlimited(TCG),EAU,[Aqua/Xyz／Effet]
Pioche du Chaos de Barian,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Septième Ascension,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Septième Éternité,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Armure Complète - Lancier Rayon Sombre,Unlimited(OCG)/Unlimited(TCG),EAU,[Bête-Guerrier/Xyz／Effet]
La Septième - Magie-Rang-Plus,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Chaos Rapide Magie-Rang-Plus,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Méga Baleine Forteresse,Unlimited(OCG)/Unlimited(TCG),EAU,[Poisson/Effet]
Seigneur Dragon Océan - Kairyu-Shin,Unlimited(OCG)/Unlimited(TCG),EAU,[Serpent de Mer/Effet]
Méduse Électrique,Unlimited(OCG)/Unlimited(TCG),EAU,[Aqua/Effet]
Sonar de Poissons,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Attaque Furtive de Mer II,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Le Pêcheur Légendaire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Guerrier/Effet]
Le Pêcheur Légendaire II,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Guerrier/Effet]
Le Pêcheur Légendaire III,Unlimited(OCG)/Unlimited(TCG),EAU,[Guerrier/Effet]
Rage de Kairyu-Shin,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Fureur de Kairyu-Shin,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Hommage Torrentiel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Attaque Furtive de Mer,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Springfille Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Effet]
Demoiselle Dormeuse Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Effet]
Triangle de Corail Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Lien／Effet]
Plongée Marincesse,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Circulation Marincesse,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Anneau de Bulles Marincesse,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Cheval de Mer Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Effet]
Ange des Mers Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Lien／Effet]
Cœur de Cristal Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Lien／Effet]
Cœur de Merveille Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Lien／Effet]
Océan de Combat Marincesse,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Vague Marincesse,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Requin à Double Nageoire,Unlimited(OCG)/Unlimited(TCG),EAU,[Poisson/Effet]
Tang Bleu Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Effet]
Roche Marbrée Marincesse,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Lien／Effet]
"Lémuria, la Cité Oubliée",Unlimited(OCG)/Unlimited(TCG),MAGIE,
Paladins des Liens et de l'Unité,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Synchro／Effet]
"Bubble Toxique, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG),EAU,[Démon/Effet]
"Prison Sans Issue, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Rocher/Effet]
"Cavalier de l'Enfer, HÉROS du Mal",Unlimited(OCG)/Unlimited(TCG),VENT,[Démon/Effet]
Force Arcane V - Le Pape,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Force Arcane XIX - Le Soleil,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
